cwe_id	name	cve_count	avg_score	max_score
58	Path Equivalence: Windows 8.3 Filename	0	—	—
580	clone() Method Without super.clone()	0	—	—
581	Object Model Violation: Just One of Equals and Hashcode Defined	0	—	—
582	Array Declared Public, Final, and Static	0	—	—
583	finalize() Method Declared Public	0	—	—
584	Return Inside Finally Block	0	—	—
585	Empty Synchronized Block	0	—	—
586	Explicit Call to Finalize()	0	—	—
587	Assignment of a Fixed Address to a Pointer	0	—	—
589	Call to Non-ubiquitous API	0	—	—
593	Authentication Bypass: OpenSSL CTX Object Modified after SSL Objects are Created	0	—	—
594	J2EE Framework: Saving Unserializable Objects to Disk	0	—	—
595	Comparison of Object References Instead of Object Contents	0	—	—
596	DEPRECATED: Incorrect Semantic Object Comparison	0	—	—
6	J2EE Misconfiguration: Insufficient Session-ID Length	0	—	—
607	Public Static Final Field References Mutable Object	0	—	—
608	Struts: Non-private Field in ActionForm Class	0	—	—
609	Double-Checked Locking	0	—	—
619	Dangling Database Cursor ('Cursor Injection')	0	—	—
651	Exposure of WSDL File Containing Sensitive Information	0	—	—
652	Improper Neutralization of Data within XQuery Expressions ('XQuery Injection')	0	—	—
655	Insufficient Psychological Acceptability	0	—	—
666	Operation on Resource in Wrong Phase of Lifetime	0	—	—
685	Function Call With Incorrect Number of Arguments	0	—	—
7	J2EE Misconfiguration: Missing Custom Error Page	0	—	—
71	DEPRECATED: Apple '.DS_Store'	0	—	—
72	Improper Handling of Apple HFS+ Alternate Data Stream Path	0	—	—
764	Multiple Locks of a Critical Resource	0	—	—
766	Critical Data Element Declared Public	0	—	—
773	Missing Reference to Active File Descriptor or Handle	0	—	—
781	Improper Address Validation in IOCTL with METHOD_NEITHER I/O Control Code	0	—	—
785	Use of Path Manipulation Function without Maximum-sized Buffer	0	—	—
793	Only Filtering One Instance of a Special Element	0	—	—
795	Only Filtering Special Elements at a Specified Location	0	—	—
796	Only Filtering Special Elements Relative to a Marker	0	—	—
797	Only Filtering Special Elements at an Absolute Position	0	—	—
8	J2EE Misconfiguration: Entity Bean Declared Remote	0	—	—
806	Buffer Access Using Size of Source Buffer	0	—	—
831	Signal Handler Function Associated with Multiple Signals	0	—	—
832	Unlock of a Resource that is not Locked	0	—	—
9	J2EE Misconfiguration: Weak Access Permissions for EJB Methods	0	—	—
920	Improper Restriction of Power Consumption	0	—	—
